,N,Z,A,m,be,be_RFR,be_XGB,be_MLP,BE_SEMF,be_a_semf,be_a_RFR,be_a_XGB,be_a_MLP,be_a
177,47,32,79,78.925401,683.2772856,680.3649203,679.40814,688.6128184,684.6524644,8.666486891,8.612214181012659,8.600103037974684,8.71661795443038,8.649079565
178,46,33,79,78.92094793,686.6885348,684.2567575,683.98016,688.6057222,690.8475489,8.744905682,8.661477943037974,8.657976708860758,8.716528129113923,8.692259934
179,43,36,79,78.92008243,685.2906383,684.1041462,683.0946,683.0282561,693.0443808,8.772713682,8.659546154430378,8.646767088607595,8.645927292405064,8.674565042
180,43,37,80,79.92251925,690.3548873,693.0607098,691.54297,690.3524919,699.0625756,8.738282196,8.6632588725,8.644287125,8.62940614875,8.629436091
181,50,30,80,79.94434235,675.1794941,681.3281201,674.68665,666.4321364,667.4614948,8.343268685,8.51660150125,8.433583125,8.330401705,8.439743676
182,51,29,80,79.96087,660.526811,679.8523895,670.2932,651.8030075,652.1469868,8.151837335,8.49815486875,8.378665,8.14753759375,8.256585138
183,42,39,81,80.92912747,690.8010038,688.9824771,690.29144,692.2288549,696.3551844,8.596977585,8.505956507407408,8.522116543209876,8.546035245679013,8.528407454
184,51,30,81,80.95048,677.5328294,686.2254511,684.12305,669.3972228,670.5230771,8.27806268,8.471919149382716,8.445963580246914,8.264163244444445,8.364602832
185,46,36,82,81.9134836,715.6366112,712.567654,711.0753,710.4275289,720.42469,8.785666951,8.689849439024389,8.67165,8.663750352439024,8.727275746
186,50,32,82,81.92954973,703.6172802,701.797699,696.7754,701.7022162,699.5430061,8.531012269,8.558508524390243,8.497260975609755,8.5573441,8.580698539
187,51,31,82,81.94299,691.8389478,690.3835807,689.573,687.0309851,687.7238178,8.386875827,8.419311959756097,8.409426829268293,8.378426647560975,8.437060339
188,42,40,82,81.931087,696.3096098,692.805136,688.03625,695.377502,699.0742634,8.525295895,8.448843121951219,8.390685975609756,8.480213439024391,8.491580607
189,43,40,83,82.9286538,706.6424064,708.3321007,708.48364,708.2283758,711.7140283,8.57486781,8.534121695180723,8.535947469879519,8.53287199759036,8.513763933
190,44,39,83,82.92235424,713.2418558,717.3069665,718.28174,714.1050583,719.8590403,8.673000486,8.642252608433736,8.65399686746988,8.60367540120482,8.593275371
191,41,42,83,82.94874,686.4730362,696.8581669,694.31573,688.6336271,687.5930163,8.284253208,8.395881528915663,8.365249759036145,8.296790687951807,8.270759472
192,52,31,83,82.94698,696.1917452,695.9009195,698.94135,689.9667842,691.0472811,8.325870857,8.384348427710844,8.420980120481929,8.312852821686747,8.387852352
193,47,37,84,83.91438482,730.1979912,729.7864917,731.5031,726.8916375,737.1327113,8.77538942,8.687934425,8.708370238095238,8.653471875,8.692833229
194,49,35,84,83.91647897,729.7174555,728.6923947,729.0123,730.6254436,733.1002129,8.727383486,8.674909460714286,8.678717857142857,8.697921947619047,8.687112565
195,50,35,85,84.9156084,738.5954436,735.1003836,733.9783,739.7721086,739.4712926,8.699662266,8.648239807058824,8.635038823529412,8.703201277647059,8.68935816
196,48,37,85,84.91178974,740.6814981,738.61114,738.26984,736.0206894,745.5064854,8.770664535,8.689542823529411,8.685527529411765,8.659066934117648,8.713899978
197,53,33,86,85.9365,728.6819694,732.3971574,728.24896,728.1770627,727.3636279,8.457716603,8.51624601627907,8.468011162790697,8.467175147674418,8.473046156
198,55,31,86,85.96312,705.3678674,720.2447822,715.00525,698.8310474,699.1571562,8.129734375,8.374939327906977,8.314014534883722,8.125942411627907,8.201951947
199,47,40,87,86.91481625,751.795115,751.2443015,750.1988,748.5950293,757.0977439,8.702272919,8.634991971264368,8.622974712643678,8.604540566666666,8.641323161
200,44,43,87,86.93653,729.3759368,729.0483326,728.2277,730.1288793,730.7007736,8.398859467,8.379865891954022,8.370433333333335,8.392285968965517,8.383631457
201,51,37,88,87.91131559,765.3253939,765.7566202,767.0353,763.3839347,768.1339374,8.728794744,8.701779775,8.716310227272727,8.674817439772728,8.696879476
202,56,32,88,87.95691,726.5497932,730.5136339,731.56964,719.3636529,720.1415365,8.183426551,8.301291294318181,8.313291363636365,8.174586964772727,8.25624765
203,46,42,88,87.92195324,751.7489468,752.3281021,752.0207,752.3410548,754.2702744,8.571253118,8.54918297840909,8.545689772727274,8.549330168181818,8.542601668
204,53,35,88,87.92406593,754.9239454,757.2914971,755.16785,758.0757057,756.3597047,8.594996645,8.605585194318182,8.581452840909092,8.614496655681817,8.578681198
205,45,44,89,88.93611,745.1673726,742.2231431,742.0273,745.9836932,745.3629356,8.374864445,8.33958587752809,8.337385393258426,8.381839249438201,8.372667108
206,55,34,89,88.93645,752.1964226,751.8494318,752.1583,751.6750593,750.8150585,8.436124252,8.447746424719101,8.451216853932586,8.445787183146068,8.451645198
207,45,45,90,89.94287,746.206741,748.5619075,748.40985,749.0296667,745.8846985,8.287607761,8.317354527777777,8.315665,8.322551852222222,8.291186011
208,48,42,90,89.9139369,775.3471341,775.126153,774.42145,771.5987179,777.3378457,8.637087174,8.612512811111111,8.604682777777779,8.573319087777778,8.614968157
209,50,41,91,90.90699624,790.610935,789.338573,789.56506,782.4518423,792.7955102,8.712038574,8.674050252747252,8.676539120879122,8.598371893406593,8.688032253
210,51,41,92,91.90719389,798.4944102,798.5546785,798.1643,791.4251446,802.1895038,8.719451128,8.679942157608696,8.675698913043478,8.602447223913043,8.679287067
211,47,45,92,91.93198,772.4803058,770.7667911,770.5027,774.6780746,773.3707893,8.406204232,8.37789990326087,8.375029347826088,8.420413854347826,8.396525063
212,48,44,92,91.92012,784.2565248,783.9516794,782.6144,783.4824977,784.1392648,8.523252878,8.521213906521739,8.506678260869565,8.516114105434783,8.524527443
213,51,42,93,92.90681261,806.1823103,806.1686445,805.7483,798.4419008,808.4953184,8.693498048,8.668480048387098,8.663960215053763,8.5853967827957,8.668626992
214,46,47,93,92.94978,762.5068752,776.8652948,775.5262,765.4847074,759.832795,8.170245107,8.353390266666667,8.338991397849462,8.231018359139785,8.198998658
215,59,34,93,92.95629,765.9953322,771.3642816,771.6222,763.4711669,764.0216334,8.215286381,8.294239587096774,8.297012903225808,8.209367386021505,8.236508948
216,47,46,93,92.93591,776.1544042,778.2833927,778.0453,777.6989881,774.2704428,8.325488633,8.368638631182796,8.366078494623656,8.362354710752687,8.345746282
217,54,39,93,92.90958271,805.8070242,804.1227419,806.8661,804.3218123,809.4619735,8.703892188,8.646481095698926,8.675979569892473,8.64862163763441,8.664591658
218,57,37,94,93.92640495,799.6821241,800.2261327,797.7609,803.7760989,803.3686322,8.54647481,8.513043964893617,8.486818085106384,8.550809562765957,8.507256639
219,54,40,94,93.90631519,816.1820137,814.251441,814.5524,811.3098738,819.1497499,8.714359042,8.662249372340426,8.665451063829787,8.630956104255318,8.68278738
220,51,44,95,94.91041293,817.4962692,817.5870578,816.42896,812.3848246,818.6133881,8.616983032,8.606179555789474,8.593989052631578,8.55141920631579,8.605223886
221,56,39,95,94.91282062,818.9275048,816.7400633,817.6087,822.2966779,822.6266686,8.659228091,8.597263824210525,8.606407368421053,8.655754504210526,8.620289524
222,59,37,96,95.93427264,808.4922796,810.698412,808.2018,813.7427622,812.4873939,8.463410353,8.444775125,8.41876875,8.47648710625,8.421794579
223,57,39,96,95.91589134,824.1361519,824.9346521,825.35693,829.1144298,828.6955548,8.632245362,8.593069292708334,8.597468020833334,8.63660864375,8.584751582
224,49,48,97,96.93494,807.8583058,804.5993708,802.6143,806.8890653,802.623664,8.274470763,8.294838874226803,8.274374226804124,8.318443972164948,8.328436142
225,51,46,97,96.91647907,826.5145496,826.4535619,825.5108,826.2247385,825.5420336,8.510742614,8.52013981340206,8.5104206185567,8.51778080927835,8.520768553
226,59,39,98,97.92220302,834.3949526,837.8308365,837.5513,839.065572,839.8591865,8.569991698,8.54929425,8.546441836734694,8.561893591836734,8.51423421
227,62,36,98,97.95191,808.9414312,810.6025234,813.2855,807.5274063,807.3480531,8.23824544,8.271454320408163,8.29883163265306,8.240075574489797,8.2545044
228,62,37,99,98.94537928,822.3544599,820.6589809,821.3722,824.7068318,823.9794305,8.32302455,8.289484655555555,8.29668888888889,8.330372038383839,8.306610706
229,57,42,99,98.90771187,853.7500236,851.5250997,852.4244,852.2788651,859.7962143,8.684810246,8.601263633333334,8.610347474747474,8.608877425252524,8.623737612
230,64,36,100,99.96114,816.483276,825.0606253,821.3967,813.4160507,812.695439,8.12695439,8.250606252999999,8.213967,8.134160507,8.16483276
231,54,46,100,99.90850589,858.1400424,857.9934972,857.9693,853.0827748,859.2593908,8.592593908,8.579934972,8.579692999999999,8.530827748,8.581400424
232,56,45,101,100.9061636,869.1227608,868.761355,868.4955,864.1274328,874.0224975,8.653688094,8.601597574257426,8.598965346534653,8.555717156435643,8.60517585
233,58,44,102,101.9043493,879.6139205,876.5132693,876.7141,875.1772999,884.4627583,8.671203513,8.593267346078433,8.595236274509805,8.580169606862745,8.623665887
234,53,49,102,101.9240902,857.5623476,858.9666027,856.75574,860.1922663,856.2869322,8.394969923,8.421241202941175,8.399566078431372,8.433257512745099,8.407473996
235,55,47,102,101.911685,870.5807068,873.6479006,870.2571,868.9830724,874.0467683,8.569085964,8.565175496078432,8.531932352941176,8.51944188627451,8.535104969
236,60,43,103,102.9091814,883.9172818,882.930653,886.4342,886.2280338,890.6993595,8.647566597,8.572142262135923,8.606157281553399,8.604155667961166,8.581721183
237,65,38,103,102.94895,850.5655102,853.4546822,854.34467,850.6753209,850.1280179,8.253670076,8.285967788349515,8.294608446601941,8.258983698058252,8.257917575
238,64,40,104,103.92878,875.9421496,875.0315807,871.0495,876.5732379,877.2321613,8.434924627,8.413765199038462,8.375475961538461,8.428588825961539,8.422520669
239,65,39,104,103.94105,865.2533386,865.163182,860.21906,867.5146097,866.2365764,8.32919785,8.31887675,8.271337115384615,8.34148663173077,8.31974364
240,53,51,104,103.936472,860.7007486,868.1045735,859.49536,859.3021014,857.9033419,8.249070595,8.347159360576923,8.264378461538461,8.262520205769231,8.275968737
241,58,46,104,103.9040358,894.5716458,892.5295826,890.0761,888.9542724,898.5710445,8.640106197,8.582015217307692,8.558424038461538,8.547637234615385,8.60165044
242,55,49,104,103.9182962,879.0915364,880.454312,877.02515,882.8283639,880.5467981,8.466796135,8.465906846153846,8.432934134615385,8.48873426826923,8.452803235
243,62,42,104,103.9137636,888.4533,887.425926,887.1059,891.9784701,892.8469558,8.585066883,8.532941596153846,8.529864423076923,8.576716058653846,8.542820192
244,64,41,105,104.9239365,887.7843765,889.5634468,886.09973,889.246526,891.0158855,8.485865577,8.472032826666666,8.439045047619048,8.469014533333333,8.4550893
245,56,49,105,104.9146735,890.5317575,893.2944479,892.65216,891.7715222,892.053775,8.495750238,8.50756617047619,8.501449142857142,8.493062116190476,8.481254833
246,60,45,105,104.9056938,901.8300942,901.1757663,902.23083,900.0383971,908.3918922,8.651351354,8.582626345714285,8.59267457142857,8.571794258095238,8.58885804
247,53,52,105,104.94364,861.360269,875.1455534,866.81836,857.5134609,857.6752935,8.168336128,8.334719556190477,8.255412952380953,8.166794865714285,8.203431133
248,65,40,105,104.93305,880.034267,882.2855144,878.68585,881.5599227,881.404052,8.394324305,8.402719184761905,8.368436666666666,8.395808787619048,8.381278733
249,57,48,105,104.9094679,896.1127301,897.5224522,896.3923,893.809031,899.2990034,8.564752413,8.547832878095237,8.537069523809524,8.512466961904762,8.534406953
250,54,51,105,104.9314863,873.4099227,878.806531,873.7192,872.6807701,871.24192,8.297542096,8.36958600952381,8.321135238095238,8.31124542952381,8.31818974
251,58,48,106,105.9064594,906.981131,905.7331465,905.3062,902.758249,909.534555,8.580514669,8.544652325471699,8.540624528301887,8.516587254716981,8.556425764
252,66,41,107,106.93031,897.9856228,896.2282696,895.50586,899.1982849,900.0189464,8.411392023,8.375965136448597,8.369213644859814,8.403722288785046,8.392388998
253,65,42,107,106.9216926,905.2738632,906.506323,904.3975,906.8898369,909.0018241,8.49534415,8.472021710280373,8.45231308411215,8.475605952336448,8.460503394
254,64,44,108,107.9101735,922.5965147,919.8625303,920.8853,927.2662534,927.0666986,8.583950913,8.517245650925926,8.526715740740741,8.585798642592593,8.542560321
255,56,52,108,107.9294446,898.7786486,896.5058961,894.6721,899.0006832,897.8648755,8.313563662,8.300980519444444,8.284000925925925,8.3240804,8.322024524
256,69,39,108,107.95948,880.3649582,889.4852446,886.76355,879.7281301,878.5577406,8.134793894,8.235974487037037,8.210773611111112,8.14563083425926,8.151527391
257,58,50,108,107.9119254,916.5581418,916.2207719,912.9375,916.5922419,917.4902724,8.4952803,8.483525665740741,8.453125,8.486965202777778,8.486649461
258,69,40,109,108.94924,897.2313266,903.7426709,901.44995,896.5366339,895.5290924,8.215863233,8.291217164220184,8.270183027522934,8.225106733027523,8.231480061
259,67,43,110,109.9238205,926.7606915,926.7267887,925.642,929.5208479,931.7582511,8.470529556,8.424788988181819,8.414927272727272,8.450189526363637,8.425097195
260,70,41,111,110.94565,915.9740324,918.8329874,917.1127,916.4253889,914.9380909,8.242685504,8.277774661261262,8.262276576576577,8.256084584684684,8.25201831
261,65,47,112,111.9070048,955.612847,955.4652194,955.33984,958.7258962,962.9551389,8.59781374,8.530939458928572,8.529819999999999,8.560052644642857,8.532257563
262,62,50,112,111.9048182,955.4448946,953.2099884,952.485,952.4377218,958.5639447,8.55860665,8.510803467857142,8.504330357142857,8.503908230357142,8.530757988
263,65,48,113,112.9044017,965.3692615,964.5200174,964.8004,965.5902468,971.3137664,8.595697048,8.535575375221239,8.538056637168141,8.545046431858408,8.54309081
264,60,53,113,112.9236406,943.7850506,946.7608187,944.73914,947.296582,948.1174154,8.390419606,8.378414324778761,8.36052336283186,8.383155592920353,8.352080094
265,58,55,113,112.9444933,922.9020689,927.5385318,924.05817,922.9059036,925.0348286,8.186148925,8.208305591150442,8.17750592920354,8.167308881415929,8.167274946
266,65,49,114,113.9049139,972.2253317,973.3273653,970.4034,972.4853328,978.9011613,8.586852292,8.537959344736842,8.51231052631579,8.530573094736843,8.528292383
267,70,44,114,113.924281,957.8673566,956.3349351,956.72736,957.0793186,959.0370069,8.412605324,8.388902939473684,8.392345263157894,8.395432619298246,8.402345233
268,72,42,114,113.94492,940.1215656,939.2077925,939.43195,939.3445339,937.3963641,8.222775123,8.238664846491227,8.240631140350878,8.23986433245614,8.2466804
269,61,54,115,114.9262939,956.7152441,954.8528471,956.9207,960.5293725,961.7668131,8.363189679,8.303068235652173,8.321049565217391,8.352429326086957,8.319262992
270,69,46,115,114.9136838,974.3317192,974.1158114,977.7312,977.3714958,978.6415924,8.509926891,8.470572273043478,8.502010434782608,8.498882572173914,8.472449732
271,67,48,115,114.905431,980.545958,978.6579514,981.01526,983.5582015,986.0695642,8.574517949,8.510069142608696,8.53056747826087,8.552680013043478,8.526486591
272,59,56,115,114.94737,935.624277,939.2737628,938.80084,934.6459626,938.1370072,8.157713106,8.167597937391305,8.16348556521739,8.127356196521738,8.135863278
273,73,43,116,115.94337,956.9650314,960.923372,959.06116,959.2601271,956.4553804,8.245305003,8.283822172413792,8.267768620689655,8.269483854310344,8.249698547
274,63,54,117,116.9203587,978.3758901,976.4461051,973.2252,980.9752915,984.4890011,8.414435907,8.345693205982906,8.318164102564102,8.384404200854702,8.362187095
275,66,51,117,116.9048359,995.0312939,994.9667564,992.256,995.2435286,1000.675161,8.55277915,8.503989370940172,8.480820512820513,8.506354945299146,8.504540974
276,69,48,117,116.9072186,995.0166772,992.5265075,993.5319,1001.533638,999.6600474,8.54410297,8.483132542735042,8.49172564102564,8.560116564102564,8.504416044
277,73,45,118,117.93007,984.0131882,983.8163417,982.2611,984.6909407,985.7910839,8.354161728,8.33742662457627,8.324246610169492,8.344838480508475,8.339094815
278,70,48,118,117.9069145,1003.367282,1001.926779,1002.77094,1007.32851,1006.036906,8.525736493,8.490904906779662,8.498058813559322,8.536682288135594,8.503112559
279,61,57,118,117.94673,959.6880202,965.4433682,965.26184,961.4739013,964.3528044,8.172481393,8.181723459322034,8.180185084745762,8.148083909322034,8.132949324
280,70,49,119,118.9058454,1011.695542,1010.407713,1011.14026,1017.389022,1015.793438,8.536079311,8.490821117647059,8.496976974789916,8.549487579831933,8.50164321
281,61,58,119,118.95276,961.4070186,970.95839,968.45294,958.1243728,963.9289133,8.100242969,8.159314201680672,8.13826,8.05146531764706,8.079050576
282,74,45,119,118.93211,990.1814356,990.5960254,987.52167,989.6553814,989.9024841,8.31850827,8.32433634789916,8.298501428571429,8.316431776470589,8.3208524
283,73,47,120,119.9187874,1009.183146,1010.811417,1010.3037,1009.97469,1011.788837,8.431573642,8.423428475,8.419197500000001,8.41645575,8.40985955
284,69,51,120,119.9050724,1019.013575,1019.623346,1018.7339,1022.298407,1025.37934,8.544827836,8.496861216666666,8.489449166666667,8.519153391666666,8.491779792
285,76,44,120,119.94531,986.694282,989.6675821,992.2818,985.2071624,981.9788476,8.183157063,8.247229850833333,8.269015,8.210059686666666,8.22245235
286,70,51,121,120.9038157,1028.25105,1027.107612,1027.192,1031.303562,1033.02397,8.537388181,8.488492661157025,8.489190082644628,8.523169933884297,8.497942562
287,64,58,122,121.93791,999.4348308,996.832269,999.7706,1003.137668,1002.719919,8.219015731,8.170756303278688,8.194840983606557,8.222439901639344,8.192088777
288,70,53,123,122.905589,1041.265964,1041.620105,1040.8868,1045.288722,1047.308123,8.514700186,8.468456138211382,8.46249430894309,8.498282292682926,8.465576943
289,68,55,123,122.912996,1032.900929,1035.909725,1036.4054,1035.410165,1039.835224,8.453944907,8.422030284552845,8.426060162601626,8.417968821138212,8.397568528
290,64,59,123,122.94596,999.2732092,1000.2039,1000.35913,1000.027768,1002.960666,8.154151753,8.131739024390244,8.133001056910569,8.130307056910569,8.124172433
291,71,52,123,122.90427,1043.228512,1042.758816,1042.1097,1047.309534,1048.303478,8.522792502,8.477713951219512,8.472436585365854,8.514711658536585,8.481532618
292,69,54,123,122.9084819,1037.838115,1038.896338,1038.2441,1042.728169,1044.485372,8.491750988,8.446311691056911,8.44100894308943,8.477464788617887,8.437708252
293,75,49,124,123.9131752,1045.208935,1044.892052,1046.2548,1044.954777,1045.822218,8.434050148,8.426548806451612,8.437538709677419,8.427054653225806,8.429104315
294,69,56,125,124.9144729,1046.926351,1045.688689,1047.4924,1048.698514,1053.7316,8.4298528,8.365509512000001,8.3799392,8.389588112,8.375410808
295,73,52,125,124.9044307,1059.213875,1058.351933,1058.6036,1065.346563,1063.022,8.504176,8.466815464,8.468828799999999,8.522772504,8.473711
296,77,48,125,124.9212464,1046.496695,1047.780992,1049.4208,1042.544099,1043.4932,8.3479456,8.382247936,8.3953664,8.340352792,8.37197356
297,76,50,126,125.9076533,1065.75024,1063.762405,1064.0643,1062.417937,1062.511555,8.432631387,8.44255876984127,8.444954761904762,8.431888388888888,8.458335238
298,69,57,126,125.9195127,1049.567226,1049.756747,1052.0004,1051.6948,1057.345696,8.391632511,8.331402753968254,8.349209523809524,8.346784126984128,8.329898619
299,77,49,126,125.9164639,1058.282131,1058.897164,1058.94,1055.010568,1056.095904,8.381713527,8.403945746031745,8.404285714285715,8.373099746031745,8.399064532
300,71,55,126,125.909452,1060.402855,1062.269881,1058.9639,1066.325195,1067.763694,8.474315028,8.430713341269842,8.404475396825397,8.462898373015872,8.415895675
301,69,58,127,126.922731,1053.903917,1053.5466,1053.711,1054.681183,1060.303242,8.348844422,8.295642519685039,8.296937007874016,8.304576244094488,8.298456039
302,77,50,127,126.91036,1071.29779,1069.910394,1072.9362,1067.456349,1067.922674,8.408839949,8.424491291338583,8.448316535433072,8.405168102362206,8.435415669
303,75,52,127,126.9052263,1074.608147,1073.24094,1074.7747,1081.875073,1076.672691,8.477737724,8.450716062992125,8.462792913385826,8.518701362204723,8.461481472
304,70,57,127,126.9163754,1060.555539,1063.267381,1064.8265,1061.989177,1067.471015,8.405283579,8.372184102362203,8.384460629921259,8.362119503937008,8.350831016
305,80,47,127,126.93677,1048.913757,1053.17239,1047.4818,1044.809619,1041.479053,8.200622466,8.292695984251969,8.247888188976377,8.226847393700789,8.259163441
306,66,62,128,127.95808,1026.123249,1034.073404,1042.4547,1020.15994,1027.380105,8.02640707,8.07869846875,8.14417734375,7.96999953125,8.016587883
307,68,60,128,127.93539,1048.716757,1047.761455,1049.4386,1049.686087,1052.63403,8.223703359,8.1856363671875,8.1987390625,8.2006725546875,8.193099664
308,67,61,128,127.94842,1035.851268,1038.080787,1042.4547,1038.596816,1040.888773,8.131943537,8.1100061484375,8.14417734375,8.114037625,8.092588031
309,72,56,128,127.9083177,1076.859304,1075.462658,1077.7047,1079.599349,1081.980953,8.452976199,8.402052015625,8.41956796875,8.4343699140625,8.412963313
310,72,57,129,128.9126928,1080.119015,1080.771153,1083.5698,1082.592022,1086.807823,8.424866846,8.378070953488372,8.399765891472867,8.392186217054263,8.37301562
311,77,52,129,128.9065982,1089.465882,1088.751404,1089.6609,1092.458008,1089.305429,8.444228132,8.439933364341085,8.446983720930234,8.468666728682171,8.445471953
312,67,62,129,128.95464,1037.393377,1039.598172,1041.9435,1035.24818,1040.530293,8.066126299,8.058900558139534,8.077081395348838,8.025179689922481,8.041809124
313,78,51,129,128.9091484,1087.826205,1086.048239,1087.6172,1085.018569,1084.551359,8.407374877,8.418978596899224,8.431141085271317,8.41099665891473,8.432761279
314,71,58,129,128.918102,1074.348491,1074.100707,1074.593,1075.278883,1081.054711,8.380269078,8.326362069767443,8.330178294573644,8.335495217054262,8.328282876
315,76,54,130,129.903508,1098.941228,1096.176942,1096.1725,1103.406475,1100.783753,8.467567331,8.432130323076924,8.432096153846153,8.487742115384615,8.453394062
316,82,48,130,129.9339019,1075.051861,1071.567927,1069.7827,1067.390795,1063.326925,8.179437882,8.242830207692307,8.229097692307692,8.210698423076924,8.2696297
317,76,55,131,130.9054639,1104.453213,1104.416202,1104.904,1110.201721,1108.552458,8.462232503,8.430658030534351,8.434381679389313,8.474822297709922,8.430940557
318,70,63,133,132.94924,1073.956167,1079.040584,1077.5586,1074.778938,1078.163093,8.106489419,8.113087097744362,8.101944360902257,8.08104464661654,8.074858398
319,81,52,133,132.9109553,1117.679372,1116.543711,1118.7189,1112.645505,1111.70157,8.35865842,8.395065496240601,8.41142030075188,8.365755676691728,8.403604301
320,74,59,133,132.9163305,1107.533148,1110.204182,1109.5906,1109.172438,1114.216909,8.377570747,8.347399864661654,8.342786466165414,8.339642390977444,8.327316902
321,71,63,134,133.94651,1084.565285,1089.242314,1085.7388,1085.868855,1090.36019,8.13701634,8.128673985074627,8.102528358208955,8.103498917910448,8.093770784
322,70,64,134,133.95537,1075.582066,1085.061809,1084.3174,1073.809097,1077.805691,8.043326053,8.097476186567164,8.091920895522387,8.013500723880597,8.026731836
323,80,55,135,134.905977,1136.245467,1133.671089,1133.0447,1138.715557,1136.462767,8.418242718,8.397563622222222,8.392923703703703,8.434930051851852,8.416633089
324,81,54,135,134.9072275,1135.81581,1133.045522,1133.025,1133.876637,1133.173621,8.393878673,8.392929792592591,8.392777777777779,8.399086200000001,8.413450444
325,82,53,135,134.9100481,1133.924391,1131.036662,1129.2039,1129.050489,1128.202833,8.357058024,8.378049348148148,8.364473333333333,8.363336955555555,8.399439933
326,73,62,135,134.93252,1106.392021,1102.424422,1104.2314,1107.564037,1112.400833,8.240006171,8.16610682962963,8.179491851851852,8.204178051851853,8.195496452
327,72,63,135,134.94182,1096.999162,1096.298032,1097.5632,1097.022097,1102.236849,8.164717397,8.120726162962962,8.130097777777777,8.126089607407408,8.125919719
328,71,65,136,135.96138,1085.387171,1101.928925,1097.2926,1085.563881,1089.835577,8.013496891,8.10241856617647,8.06832794117647,7.982087360294118,7.980788022
329,72,64,136,135.94734,1099.19297,1103.260327,1102.6503,1097.967242,1102.653177,8.107743948,8.112208286764705,8.107722794117647,8.073288544117647,8.08230125
330,86,51,137,136.93531,1128.009655,1127.189322,1127.0922,1125.314087,1121.093451,8.183163876,8.227659284671532,8.226950364963503,8.213971437956204,8.233647117
331,72,65,137,136.95598,1098.482059,1105.623266,1105.2948,1099.006171,1102.480561,8.047303366,8.070242817518249,8.067845255474452,8.021942854014599,8.018117219
332,85,52,137,136.925323,1136.572993,1137.312947,1137.7855,1132.709813,1130.552548,8.252208382,8.301554357664234,8.305003649635037,8.267954839416058,8.296153234
333,82,55,137,136.9070895,1151.344704,1150.333661,1149.912,1149.296382,1148.971142,8.386650672,8.39659606569343,8.393518248175182,8.389024686131387,8.403975942
334,79,59,138,137.9107546,1153.061748,1153.185896,1153.6292,1155.567316,1158.640674,8.395946915,8.356419536231884,8.359631884057972,8.37367620289855,8.355519913
335,72,66,138,137.96249,1099.754177,1107.233739,1108.6406,1097.295637,1101.72843,7.983539347,8.023432891304347,8.033627536231883,7.951417659420289,7.969233167
336,80,58,138,137.9059913,1158.230939,1157.415064,1157.2684,1159.702047,1160.174649,8.407062673,8.38706568115942,8.386002898550725,8.40363802173913,8.392977819
337,76,62,138,137.923244,1139.230439,1139.4307,1139.5709,1138.73955,1144.144232,8.290900228,8.25674420289855,8.257760144927536,8.251735869565218,8.255293036
338,82,57,139,138.9063533,1166.695963,1164.265529,1163.5186,1169.560354,1166.928673,8.395170306,8.376011,8.370637410071943,8.41410326618705,8.393496137
339,87,52,139,138.93473,1143.950051,1142.903454,1141.7737,1142.826166,1138.744754,8.192408299,8.222327007194245,8.214199280575539,8.221770978417267,8.229856482
340,85,54,139,138.9187929,1157.318373,1156.715578,1157.1345,1155.114272,1154.933943,8.308877291,8.321694805755396,8.324708633093524,8.310174618705036,8.32603146
341,84,55,139,138.913364,1161.63812,1160.003326,1159.8789,1159.9192,1160.570727,8.349429693,8.345347669064749,8.34445251798561,8.344742446043165,8.357108777
342,79,60,139,138.9119783,1159.255411,1157.705208,1157.7573,1159.870225,1164.176535,8.375370753,8.328814446043166,8.329189208633094,8.344390107913668,8.339966986
343,77,63,140,139.9280876,1150.121463,1152.561784,1151.153,1152.046202,1157.05409,8.264672075,8.232584171428572,8.22252142857143,8.228901442857143,8.215153307
344,74,66,140,139.95401,1123.784032,1121.548151,1122.3469,1122.194055,1126.819292,8.048709232,8.011058221428572,8.016763571428571,8.01567182142857,8.0270288
345,79,61,140,139.9160418,1162.805221,1166.373772,1165.5267,1164.18818,1169.06991,8.350499355,8.331241228571429,8.325190714285714,8.315629857142858,8.305751579
346,80,62,142,141.9151976,1178.991587,1177.997414,1181.0394,1176.936525,1182.52006,8.327606053,8.295756436619717,8.317178873239436,8.288285387323944,8.302757655
347,81,62,143,142.9146283,1187.589093,1189.616468,1187.2802,1185.389903,1191.448395,8.331806959,8.31899627972028,8.30265874125874,8.28943988111888,8.304818832
348,80,63,143,142.9202975,1181.576509,1184.581249,1185.3492,1181.259972,1186.521714,8.297354642,8.28378495804196,8.289155244755246,8.260559244755246,8.26277279
349,78,67,145,144.9472,1169.72702,1169.890448,1169.3435,1167.649967,1174.233301,8.098160695,8.068209986206897,8.064437931034483,8.05275839310345,8.067082897
350,84,61,145,144.912749,1206.208255,1205.675846,1203.716,1206.452703,1210.672499,8.349465509,8.31500583448276,8.301489655172412,8.320363468965517,8.318677621
351,79,66,145,144.937425,1179.562104,1178.246489,1178.0001,1178.189018,1184.252146,8.167256182,8.125837855172415,8.124138620689655,8.125441503448275,8.134911062
352,87,58,145,144.9172331,1204.237235,1202.507058,1203.1842,1206.213279,1207.58561,8.32817662,8.293152124137931,8.297822068965516,8.318712268965518,8.305084379
353,83,62,145,144.9134104,1204.857933,1204.777439,1202.6422,1202.296238,1208.544945,8.334792725,8.30880992413793,8.294084137931035,8.291698193103448,8.309365055
354,90,55,145,144.9355262,1189.410036,1187.523929,1186.8169,1191.814816,1190.294396,8.208926866,8.1898202,8.184944137931035,8.219412524137931,8.202827834
