,N,Z,A,m,be,be_RFR,be_XGB,be_MLP,BE_SEMF,be_a_semf,be_a_RFR,be_a_XGB,be_a_MLP,be_a
530,129,87,216,216.003198,1675.693307,1676.73407,1675.3778,1670.167554,1681.033,7.782560185,7.7626577314814815,7.756378703703704,7.732257194444445,7.757839384
531,133,83,216,216.0063059,1675.738088,1678.594095,1676.498,1674.634799,1680.383444,7.779552984,7.771268958333333,7.761564814814815,7.752938884259259,7.758046704
532,131,86,217,217.0039277,1683.816003,1681.686574,1683.9967,1677.419537,1688.907822,7.782985355,7.749707714285715,7.760353456221198,7.730043949308755,7.759520751
533,127,90,217,217.0131143,1672.325042,1670.357435,1673.3875,1668.984485,1677.731521,7.731481662,7.697499700460829,7.711463133640553,7.691172741935484,7.706567014
534,130,87,217,217.004632,1682.425741,1680.87482,1680.233,1676.257199,1687.779299,7.777784787,7.745966912442396,7.743009216589861,7.724687552995391,7.753114014
535,130,88,218,218.0071402,1687.423535,1686.583374,1682.6359,1681.18703,1692.523162,7.763867715,7.7366209816513765,7.718513302752293,7.7118671100917435,7.740474931
536,126,92,218,218.0235357,1669.221089,1672.316174,1668.1187,1663.937488,1674.03651,7.679066559,7.671175110091744,7.651920642201834,7.632740770642202,7.656977472
537,135,83,218,218.014316,1684.41566,1688.355654,1683.1829,1686.420081,1690.746527,7.755718013,7.7447507064220185,7.721022477064221,7.73587193119266,7.726677339
538,133,87,220,220.0123274,1699.463786,1699.084241,1701.8534,1694.549283,1707.151534,7.759779698,7.723110186363637,7.735697272727273,7.702496740909091,7.724835391
539,128,92,220,220.024723,1684.250687,1685.004829,1689.3265,1680.732233,1690.665993,7.684845421,7.659112859090909,7.678756818181817,7.639691968181818,7.655684941
540,132,88,220,220.0110284,1699.938596,1698.086683,1701.3024,1693.37328,1706.049171,7.754768961,7.718575831818182,7.733192727272727,7.697151272727273,7.726993618
541,130,91,221,221.021878,1695.701428,1696.791632,1691.7408,1695.861825,1703.84713,7.709715519,7.677790190045249,7.654935746606335,7.673582918552036,7.67285714
542,134,87,221,221.0142548,1705.736864,1705.006213,1703.8539,1700.642294,1713.326587,7.75260899,7.714960239819004,7.7097461538461545,7.695214,7.718266353
543,134,88,222,222.0153745,1712.027351,1710.524449,1710.5669,1705.562653,1719.002363,7.743253889,7.705065085585586,7.705256306306307,7.682714653153153,7.711834914
544,137,86,223,223.02179,1715.591126,1714.846973,1718.184,1714.020563,1724.175399,7.731728245,7.6898967399103135,7.704860986547085,7.686190865470852,7.693233749
545,135,89,224,224.0217229,1721.517407,1721.093474,1716.71,1716.598543,1730.684435,7.726269799,7.683453008928572,7.663883928571429,7.663386352678572,7.685345567
546,138,87,225,225.0255654,1727.476645,1726.327313,1728.1835,1725.038902,1736.665156,7.718511804,7.672565835555556,7.680815555555556,7.6668395644444445,7.677673978
547,133,92,225,225.0293907,1720.242495,1723.246017,1723.3215,1719.229286,1729.5322,7.686809778,7.6588711866666666,7.659206666666667,7.6410190488888885,7.6455222
548,132,93,225,225.0339139,1715.296837,1723.109998,1721.7224,1716.005813,1724.876218,7.666116525,7.658266657777777,7.652099555555556,7.626692502222222,7.623541498
549,133,93,226,226.035145,1722.21817,1729.570967,1730.4551,1724.18126,1732.57838,7.666276016,7.652968880530974,7.656880973451327,7.629120619469027,7.620434381
550,140,88,228,228.0310703,1745.819486,1744.028132,1743.9844,1742.148901,1754.575598,7.695507011,7.649246192982456,7.649054385964913,7.641003951754386,7.657103009
551,141,87,228,228.035729,1742.216795,1741.914354,1740.9034,1743.347822,1752.789481,7.687673162,7.639975236842106,7.635541228070175,7.646262377192982,7.641301732
552,136,93,229,229.0362638,1745.37903,1746.614279,1750.8983,1742.428482,1754.805303,7.662905255,7.62713658951965,7.645844104803493,7.608858000000001,7.621742489
553,140,89,229,229.0330152,1751.341712,1750.247064,1753.4136,1747.07489,1761.117034,7.690467398,7.643000279475982,7.656827947598254,7.629147991266376,7.647780402
554,140,90,230,230.0331338,1758.564224,1756.405839,1755.072,1751.98842,1767.17158,7.683354696,7.636547126086956,7.630747826086956,7.617340956521739,7.645931409
555,141,90,231,231.0363043,1763.679976,1762.26001,1761.7814,1758.089911,1773.082268,7.675680812,7.628831212121212,7.626759307359308,7.610778835497835,7.634978251
556,143,88,231,231.04122,1760.572577,1759.606069,1761.4885,1760.457727,1770.601587,7.664941936,7.61734229004329,7.625491341991341,7.621029121212121,7.621526307
557,138,93,231,231.0382451,1759.669414,1760.155952,1759.6772,1754.601724,1768.909282,7.65761594,7.619722735930736,7.617650216450217,7.59567845887446,7.617616511
558,144,88,232,232.043638,1766.388907,1766.068805,1766.7933,1766.554084,1775.693983,7.653853374,7.612365538793104,7.615488362068966,7.61445725862069,7.613745289
559,140,93,233,233.0407405,1773.481172,1773.7708,1774.9052,1766.778474,1782.459209,7.650039523,7.612750214592275,7.617618884120171,7.582740231759656,7.611507176
560,146,88,234,234.050704,1775.945436,1780.556653,1774.7837,1778.940414,1785.513966,7.630401562,7.609216465811966,7.584545726495726,7.602309461538461,7.58951041
561,145,89,234,234.04842,1777.337281,1780.553322,1775.0518,1777.579289,1788.299372,7.64230501,7.609202230769231,7.585691452991453,7.596492688034188,7.595458466
562,144,91,235,235.0454436,1786.706678,1785.761981,1786.132,1781.304566,1796.491106,7.644643003,7.59898715319149,7.60056170212766,7.580019429787234,7.60300714
563,145,90,235,235.0475101,1785.517326,1784.42712,1784.2749,1782.485804,1795.446197,7.640196582,7.593306893617021,7.5926591489361694,7.585045974468085,7.597946068
564,142,94,236,236.046058,1791.998482,1791.043833,1790.5059,1783.887195,1800.059148,7.627369269,7.589168783898305,7.586889406779662,7.55884404661017,7.593213907
565,142,95,237,237.049996,1795.665133,1795.884958,1796.8937,1788.826779,1804.183588,7.612588979,7.577573662447258,7.581829957805907,7.547792316455697,7.576646131
566,139,98,237,237.06207,1782.220562,1787.842514,1788.2468,1783.139296,1790.806249,7.55614451,7.543639299578059,7.545345147679324,7.523794497890296,7.519917983
567,146,92,238,238.0507882,1805.198759,1803.278755,1801.8386,1798.413472,1814.000942,7.621852697,7.576801491596639,7.570750420168068,7.55635912605042,7.584868735
568,144,94,238,238.0495599,1804.873188,1803.168085,1800.2684,1796.07081,1812.976024,7.617546318,7.5763364915966385,7.56415294117647,7.546516008403361,7.58350079
569,148,91,239,239.05726,1807.97556,1809.084203,1809.7633,1805.704624,1818.224262,7.607632897,7.569389970711296,7.572231380753139,7.5552494728033475,7.564751297
570,145,94,239,239.0521634,1810.516817,1809.921716,1809.0192,1802.168432,1819.239452,7.611880553,7.572894209205021,7.569117991631799,7.540453690376569,7.575384172
571,142,98,240,240.062302,1806.207032,1805.943575,1809.039,1803.648888,1813.80542,7.557522585,7.524764895833333,7.5376625,7.5152037,7.525862633
572,144,96,240,240.0555295,1813.981347,1813.56152,1814.3656,1805.936974,1821.62787,7.590116127,7.556506333333333,7.559856666666667,7.524737391666666,7.558255613
573,148,93,241,241.0582524,1821.717492,1820.968795,1818.6876,1815.536837,1831.393749,7.599144185,7.555887116182572,7.5464215767634855,7.533347871369295,7.558993743
574,149,92,241,241.06033,1820.517805,1820.293074,1816.8848,1816.718151,1830.387906,7.594970565,7.553083294605809,7.5389410788381745,7.538249589211619,7.554015788
575,147,94,241,241.0568515,1822.287171,1821.216739,1817.4944,1814.360139,1831.384365,7.599105249,7.5569159294605805,7.5414705394190875,7.528465307053941,7.561357556
576,149,93,242,242.0616412,1826.630007,1826.830516,1827.7897,1821.639816,1836.945111,7.590682279,7.548886429752066,7.55285,7.527437256198348,7.54805788
577,149,94,243,243.0620031,1833.626006,1831.378532,1828.7545,1826.555007,1843.030479,7.584487566,7.53653716872428,7.525738683127572,7.516687271604938,7.545786033
578,148,95,243,243.0613811,1833.470529,1831.126816,1828.542,1825.383622,1842.676855,7.583032324,7.535501300411522,7.524864197530864,7.511866757201647,7.54514621
579,146,97,243,243.0630076,1830.48714,1828.770217,1826.6709,1823.060433,1838.94524,7.567675883,7.525803362139918,7.517164197530865,7.502306308641976,7.532868889
580,150,93,243,243.064279,1832.241702,1831.060327,1828.7327,1827.737673,1842.37598,7.581794157,7.535227683127571,7.525648971193416,7.521554209876544,7.540089309
581,149,95,244,244.0642848,1838.834672,1839.307427,1840.025,1831.483293,1848.648176,7.576426951,7.538145192622951,7.541086065573771,7.506079069672131,7.536207672
582,145,99,244,244.070883,1829.753512,1830.779738,1833.3107,1826.859734,1838.513506,7.534891417,7.503195647540983,7.513568442622951,7.4871300573770485,7.498989803
583,148,97,245,245.0663616,1843.49954,1842.635415,1839.4491,1835.243039,1852.106772,7.559619479,7.52096087755102,7.507955510204082,7.490787914285714,7.524487918
584,145,100,245,245.075385,1832.895078,1832.405475,1830.8066,1831.803166,1841.013378,7.514340317,7.479206020408164,7.4726799999999995,7.47674761632653,7.4812044
585,147,98,245,245.0680486,1841.194384,1840.417982,1836.961,1834.087405,1849.410105,7.548612675,7.511910130612245,7.4978,7.486071040816326,7.515079118
586,150,95,245,245.0664521,1844.884403,1843.855201,1841.8904,1837.57794,1854.496713,7.569374338,7.525939595918367,7.51792,7.500318122448979,7.53014042
587,150,96,246,246.0672237,1851.498972,1849.208898,1850.1848,1842.495925,1859.859276,7.560403559,7.517109341463415,7.521076422764228,7.489820833333333,7.526418585
588,146,101,247,247.081635,1842.476744,1845.7954,1847.9171,1842.838384,1850.692318,7.492681449,7.472855870445344,7.481445748987854,7.460884145748987,7.459420016
589,149,98,247,247.0710006,1854.581047,1854.444838,1855.3494,1846.267269,1862.735976,7.541441199,7.50787383805668,7.511536032388665,7.474766271255061,7.508425291
590,148,100,248,248.0771947,1855.412709,1853.235738,1851.836,1850.055101,1862.847027,7.511479948,7.47272475,7.467080645161291,7.459899600806451,7.481502859
591,152,100,252,252.0824669,1882.774241,1880.037345,1877.614,1874.410518,1890.147439,7.500585077,7.460465654761904,7.450849206349207,7.438136976190476,7.471326353
592,149,103,252,252.095371,1868.556847,1870.182702,1864.6918,1870.997117,1877.233147,7.449337885,7.4213599285714285,7.399570634920635,7.424591734126984,7.414908123
593,153,99,252,252.0829785,1883.0325,1881.770789,1878.6527,1875.58115,1892.497182,7.509909453,7.4673444007936505,7.454971031746032,7.442782341269841,7.47235119
594,151,101,252,252.08656,1878.229006,1877.299755,1873.8314,1873.271297,1886.820186,7.48738169,7.4496022023809525,7.435838888888889,7.433616257936508,7.453289706
595,156,96,252,252.08487,1883.475191,1883.38086,1882.2295,1879.164855,1893.681347,7.51460852,7.473733571428571,7.469164682539682,7.457003392857143,7.474107901
596,155,97,252,252.08431,1883.261992,1883.07016,1879.6173,1877.924516,1894.264136,7.516921175,7.472500634920634,7.458798809523809,7.452081412698413,7.473261873
597,151,102,253,253.090678,1881.728076,1881.707653,1881.9081,1878.212109,1889.687721,7.469121425,7.4375796561264815,7.438371936758894,7.423763276679842,7.437660379
598,152,101,253,253.08728,1885.626173,1885.889113,1885.9208,1879.356072,1893.660643,7.484824674,7.454107166007905,7.454232411067194,7.428284869565218,7.453067877
599,151,103,254,254.096454,1883.683549,1886.090638,1881.9476,1883.164231,1892.118031,7.449283588,7.425553692913385,7.409242519685039,7.4140324055118105,7.416076965
600,157,98,255,255.091046,1900.458679,1899.885665,1901.5912,1895.042914,1911.112284,7.494557975,7.450532019607843,7.457220392156863,7.431540839215686,7.452779133
601,152,104,256,256.1011662,1894.696906,1893.750661,1896.2789,1894.18896,1901.567593,7.427998409,7.39746351953125,7.407339453125,7.399175625,7.401159789
602,156,100,256,256.0917731,1906.380118,1904.368662,1906.9303,1898.793453,1915.466685,7.482291739,7.4389400859375,7.448946484375,7.41716192578125,7.446797336
603,154,102,256,256.0942827,1902.574563,1900.120461,1902.1958,1896.476289,1910.446291,7.462680824,7.42234555078125,7.43045234375,7.40811050390625,7.431931887
604,154,103,257,257.099555,1904.99898,1904.544665,1902.7933,1901.424975,1913.485932,7.445470552,7.410679630350194,7.403864980544747,7.398540758754863,7.412447393
605,154,104,258,258.103489,1908.669354,1907.232187,1909.9546,1906.364532,1916.090993,7.426709275,7.392372817829457,7.4029248062015505,7.389009813953488,7.397943233
606,159,99,258,258.09952,1916.037288,1916.996506,1922.0062,1912.173167,1927.846725,7.472274129,7.430219015503876,7.449636434108527,7.4115239031007745,7.426501116
607,153,106,259,259.1145,1905.016483,1905.605638,1902.6685,1910.185222,1912.410411,7.383823982,7.357550725868726,7.346210424710424,7.375232517374518,7.355275996
608,159,101,260,260.103652,1926.856253,1926.979042,1928.9104,1922.026796,1938.128607,7.454340796,7.411457853846153,7.418886153846154,7.392410753846154,7.410985588
609,156,105,261,261.112056,1924.16138,1923.638025,1924.9261,1923.495419,1932.688327,7.404936118,7.370260632183908,7.375195785440613,7.369714249042146,7.372265824
610,156,106,262,262.116398,1927.451907,1926.663973,1924.6779,1928.437759,1934.834061,7.384862827,7.353679286259542,7.346098854961832,7.360449461832061,7.356686668
611,157,105,262,262.114084,1930.3408,1932.397993,1927.702,1929.589116,1939.714587,7.403490788,7.375564858778626,7.357641221374045,7.364843954198474,7.367712977
612,158,104,262,262.109925,1934.947388,1935.460182,1931.101,1930.727888,1943.64922,7.418508473,7.387252603053435,7.370614503816794,7.36919041221374,7.385295374
613,161,103,264,264.114038,1947.987719,1945.030236,1943.5568,1944.082813,1959.069899,7.420719315,7.367538772727273,7.361957575757576,7.363950049242424,7.37874136
614,156,108,264,264.1283949,1930.94865,1929.44439,1929.2996,1938.345038,1937.854554,7.340358157,7.308501477272728,7.307953030303031,7.3422160530303024,7.314199432
615,160,105,265,265.118601,1950.337935,1946.551879,1944.6727,1947.859519,1960.755278,7.399076521,7.345478788679245,7.338387547169812,7.350413279245283,7.359765792
616,158,108,266,266.130097,1945.498969,1944.52951,1945.9324,1950.516375,1952.969653,7.341991175,7.310261315789474,7.315535338345865,7.332768327067669,7.313905898
617,161,106,267,267.124425,1960.316207,1958.528937,1954.174,1958.891832,1969.742997,7.377314597,7.335314370786517,7.319003745318352,7.336673528089888,7.342008266
618,158,109,267,267.137307,1946.119388,1945.483558,1943.6984,1955.478279,1954.244607,7.319268192,7.286455273408239,7.279769288389513,7.323888685393258,7.288836659
619,163,105,268,268.125445,1968.168633,1968.122336,1970.447,1966.145795,1979.363403,7.385684339,7.343740059701492,7.3524141791044775,7.336364906716417,7.34391281
620,165,107,272,272.138032,1987.250968,1986.646717,1988.2012,1988.216826,1999.018172,7.349331514,7.303848224264706,7.309563235294117,7.30962068382353,7.306069735
621,165,108,273,273.141986,1990.902722,1989.990354,1989.182,1993.156519,2002.061868,7.333559955,7.289341956043956,7.286380952380952,7.30093963003663,7.292683963
622,165,109,274,274.147492,1993.109565,1992.301428,1993.7622,1998.106799,2004.684883,7.316368187,7.271173094890511,7.276504379562043,7.29236058029197,7.2741225
623,164,110,274,274.149492,1990.513006,1987.209149,1989.2588,1996.9533,1999.850117,7.298723054,7.252588135036496,7.260068613138686,7.288150729927007,7.264646007
624,167,107,274,274.14244,1999.282095,1998.646679,2002.0667,2000.406621,2011.621697,7.341685025,7.294330945255474,7.306812773722628,7.300754091240877,7.296649982
625,164,111,275,275.156142,1991.654784,1991.560809,1990.9182,2001.911384,2001.45202,7.278007345,7.242039305454545,7.239702545454546,7.27967776,7.242381033
626,167,108,275,275.145952,2003.345351,2003.516892,2004.2783,2005.3433,2015.042845,7.327428526,7.285515970909091,7.288284727272727,7.292157454545454,7.284892185
627,168,108,276,276.147208,2010.243502,2008.371736,2007.8884,2011.431731,2021.365394,7.323787658,7.276709188405797,7.2749579710144925,7.287796126811594,7.283490949
628,166,112,278,278.164312,2007.516417,2006.698899,2006.6503,2019.039563,2017.362721,7.256700434,7.218341363309352,7.21816654676259,7.262732241007194,7.221282076
629,170,109,279,279.156193,2025.346371,2025.30099,2025.7787,2028.609082,2037.239414,7.301933382,7.259143333333333,7.260855555555556,7.27100029390681,7.259305989
630,169,112,281,281.169286,2027.088085,2027.369502,2027.9076,2037.313083,2038.573066,7.254708419,7.214838085409252,7.216753024911032,7.250224494661921,7.213836601
631,172,113,285,285.178732,2049.82925,2049.85697,2047.2206,2060.52983,2061.038684,7.23171468,7.192480596491228,7.183230175438597,7.2299292280701755,7.192383333
